from,to,distance
340,61,792.94
341,339,27.69
341,273,413.24
341,176,666.51
341,179,829.39
341,88,871.49
342,306,668.66
342,254,748.83
342,267,763.07
342,94,940.6
342,132,982.47
343,128,185.55
343,8,426.59
343,120,469.13
343,0,1118.26
343,278,1313.1
344,82,415.31
344,333,517.17
344,162,741.47
344,17,814.43
344,78,1005.07
345,216,412.1
345,282,654.06
345,166,814.32
345,264,844.44
345,212,905.95
346,63,254.49
346,134,416.95
346,98,1541.37
346,320,1549.5
346,24,1756.32
347,224,222.0
347,187,433.26
347,15,1055.18
347,351,1246.6
347,5,1277.07
348,349,928.76
348,326,1095.09
348,288,1362.56
348,120,1391.48
348,272,1397.8
349,326,399.81
349,288,545.18
349,307,641.52
349,348,928.76
349,151,975.1
350,147,321.79
350,178,596.1
350,202,709.02
350,154,725.98
350,226,793.53
351,222,54.18
351,266,239.85
351,15,404.36
351,187,1036.85
351,224,1157.52
352,160,296.8
352,55,375.8
352,138,484.25
352,217,659.04
352,251,900.14
353,193,463.4
353,75,511.31
353,2,588.8
353,146,655.85
353,211,865.41
354,304,70.95
354,197,151.5
354,143,570.36
354,193,791.64
354,146,920.95
355,290,244.39
355,170,618.36
355,298,893.28
355,173,1014.73
355,189,1177.49
356,203,143.06
356,220,237.66
356,126,322.88
356,233,605.93
356,243,908.42
357,26,507.63
357,60,801.76
357,230,953.31
357,335,1024.34
357,50,1049.52
358,58,159.62
358,145,980.97
358,90,1019.89
358,116,1060.26
358,310,1277.65
359,243,364.95
359,135,919.88
359,203,1016.89
359,41,1061.39
359,356,1085.25
